B,G,R
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
97.42,87.62,106.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
93.42,83.62,102.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
95.42,83.62,102.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
97.42,87.62,106.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,84.62,105.62
96.42,83.62,104.62
95.42,82.62,103.62
96.42,83.62,104.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
97.42,85.62,104.62
96.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,83.62,104.62
96.42,83.62,104.62
95.42,82.62,103.62
96.42,83.62,104.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
95.42,83.62,102.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
99.42,87.62,106.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
98.42,85.62,104.62
99.42,86.62,105.62
99.42,86.62,105.62
100.42,87.62,106.62
100.42,87.62,106.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
99.42,87.62,106.62
99.42,87.62,106.62
98.42,86.62,105.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
99.42,87.62,106.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
91.42,79.62,98.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
95.42,83.62,102.62
95.42,83.62,102.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
95.42,83.62,102.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
97.42,84.62,105.62
96.42,83.62,104.62
96.42,83.62,104.62
96.42,83.62,104.62
97.42,84.62,105.62
98.42,85.62,106.62
98.42,85.62,106.62
98.42,85.62,106.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
97.42,84.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
98.42,85.62,104.62
97.42,84.62,103.62
97.42,84.62,103.62
97.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
99.42,86.62,105.62
98.42,85.62,104.62
97.42,84.62,103.62
96.42,83.62,102.62
97.42,84.62,103.62
98.42,85.62,104.62
99.42,86.62,105.62
100.42,87.62,106.62
97.42,84.62,103.62
97.42,84.62,103.62
97.42,84.62,103.62
98.42,85.62,104.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
99.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
99.42,87.62,106.62
99.42,87.62,106.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,87.62,106.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
93.42,83.62,102.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
97.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
97.42,87.62,106.62
96.42,86.62,105.62
95.42,85.62,104.62
94.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
98.42,86.62,105.62
98.42,86.62,105.62
98.42,86.62,105.62
94.42,84.62,103.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
95.42,85.62,104.62
95.42,85.62,104.62
96.42,86.62,105.62
97.42,87.62,106.62
95.42,85.62,104.62
96.42,86.62,105.62
96.42,86.62,105.62
96.42,86.62,105.62
94.42,84.62,103.62
94.42,84.62,103.62
95.42,85.62,104.62
96.42,86.62,105.62
95.42,85.62,104.62
95.42,85.62,104.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
92.42,80.62,99.62
93.42,81.62,100.62
94.42,82.62,101.62
95.42,83.62,102.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
93.42,81.62,100.62
94.42,82.62,101.62
94.42,82.62,101.62
94.42,82.62,101.62
95.42,83.62,102.62
95.42,83.62,102.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
96.42,84.62,103.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
97.42,85.62,104.62
96.42,84.62,103.62
